Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status,High Value Transaction,Repeating Customer,Customer Total Spend,Average Order Value,Purchase Frequency,LastPurchase,Purchase Recency,Category Diversity,High/Low Value Customers,Most Revenue Segment,Repeating Behavior Pattern
T0082,,C3687,Laptop,2.0,386.6519715886566,PayPal,Unknown,0,1,7279.3690787726655,454.9605674232916,16,2024-07-31,185.0,6,High Value Customer,31818745.053736106,524.8744898897567
T0083,,C2616,Tablet,7.0,447.1746873942077,pay pal,Completed,0,1,8791.665241511613,488.4258467506452,18,2024-09-20,134.0,8,High Value Customer,31818745.053736106,524.8744898897567
T0084,,C722,Tablet,4.0,811.1940409467047,PayPal ,Failed,1,1,7741.3233917262205,774.1323391726221,10,2023-04-04,669.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0086,,C058,Tablet,480.0,784.8027259138621,Cash,Unknown,1,1,6871.09007682594,624.6445524387218,11,2024-10-26,98.0,6,High Value Customer,31818745.053736106,524.8744898897567
T0088,,C4004,Headphones,9.0,380.99749854004233,PayPal,complete,0,1,9601.563795121281,505.3454629011201,19,2024-04-16,291.0,7,High Value Customer,31818745.053736106,524.8744898897567
T0090,2023-05-16,C308,Coffee Machine,824.0,577.5607699389858,creditcard,Failed,1,1,5640.243863325505,564.0243863325505,10,2023-05-16,627.0,4,High Value Customer,31818745.053736106,524.8744898897567
T0093,2024-12-31,C3843,Tablet,973.0,784.0773703024178,creditcard,Unknown,1,1,8857.379498367467,553.5862186479667,16,2025-01-27,5.0,8,High Value Customer,31818745.053736106,524.8744898897567
T0095,,C529,Laptop,2.0,149.55165829110524,credit card,Pending,0,1,3349.304317000898,372.1449241112109,9,2021-01-21,1472.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0096,,C1336,Coffee Machine,198.0,315.07874385949754,Cash,completed,0,1,7205.882255319897,514.7058753799927,14,2025-01-14,18.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0098,,C1341,Headphones,9.0,724.9198351872936,Credit Card,complete,1,1,4946.772105567224,449.7065550515658,11,2021-06-17,1325.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0099,,C3685,Smartphone,909.0,585.478005722021,pay pal,complete,1,1,4499.673070356967,499.9636744841075,9,2025-01-07,25.0,4,High Value Customer,31818745.053736106,524.8744898897567
T0100,,C1810,Coffee Machine,808.0,157.03881972664124,pay pal,Unknown,0,1,3248.5287328407207,406.0660916050901,8,2021-11-21,1168.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0101,,C2318,Tablet,367.0,272.6373223393598,Credit Card,Failed,0,1,9366.621594048187,520.3678663360104,18,2025-01-25,7.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0102,,C4239,Smartphone,131.0,56.421763873178975,PayPal,Unknown,0,1,8174.79055296417,510.92440956026064,16,2025-01-07,25.0,6,High Value Customer,31818745.053736106,524.8744898897567
T0103,2022-12-04,C327,Tablet,10.0,963.4581062931452,PayPal ,complete,1,1,7851.561892146265,490.72261825914154,16,2022-12-04,790.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0104,,C4574,Coffee Machine,857.0,322.3579934023191,Cash,Unknown,0,1,5390.629183584347,539.0629183584347,10,2023-09-11,509.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0105,,C4261,Laptop,670.0,197.03277785431607,pay pal,Failed,0,1,3333.5982199838177,416.6997774979772,8,2024-09-02,152.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0109,2020-12-24,C1809,Headphones,6.0,380.72421934613766,PayPal,completed,0,1,5068.218016603563,506.8218016603563,10,2024-02-05,362.0,4,High Value Customer,31818745.053736106,524.8744898897567
T0110,,C1186,Smartphone,8.0,451.461130880405,pay pal,Unknown,0,1,7764.645899428242,597.2804538021725,13,2024-02-09,358.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0112,2024-09-06,C4249,Laptop,723.0,90.34728588175324,creditcard,Failed,0,1,6883.727029505004,529.5174638080772,13,2025-01-11,21.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0113,2020-04-08,C2894,Headphones,8.0,86.41580941098921,PayPal,complete,0,1,3761.5127622305536,376.15127622305533,10,2023-09-21,499.0,4,High Value Customer,31818745.053736106,524.8744898897567
T0114,,C4252,Tablet,798.0,289.89395564796496,Cash,Unknown,0,1,5776.447839690636,444.3421415146643,13,2023-07-29,553.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0116,,C3190,Smartphone,787.0,104.60377750302337,credit card,completed,0,1,5619.197939540285,561.9197939540285,10,2024-08-19,166.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0118,,C2778,Headphones,6.0,276.43423074019086,creditcard,Completed,0,1,8992.52649348462,562.0329058427888,16,2024-02-03,364.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0120,,C4517,Coffee Machine,7.0,159.45851825246467,PayPal ,Failed,0,1,8344.521011979949,556.3014007986633,15,2022-08-24,892.0,9,High Value Customer,31818745.053736106,524.8744898897567
T0123,,C2203,Headphones,3.0,869.7954960216659,creditcard,Unknown,1,1,6862.856294709964,490.2040210507117,14,2023-10-14,476.0,7,High Value Customer,31818745.053736106,524.8744898897567
T0124,,C2837,Tablet,10.0,463.1433791486562,PayPal,Failed,0,1,3192.2640380134144,399.0330047516768,8,2022-06-15,962.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0126,,C572,Laptop,630.0,224.96418545072925,Credit Card,Unknown,0,1,10280.859870017037,541.0978878956336,19,2024-08-28,157.0,8,High Value Customer,31818745.053736106,524.8744898897567
T0130,2021-11-14,C3104,Smart,5.0,594.77,pay pal,Unknown,1,1,8872.619409832281,554.5387131145176,16,2024-09-13,141.0,7,High Value Customer,31818745.053736106,524.8744898897567
T0131,,C2556,Laptop,1.0,177.14,Credit Card,Completed,0,1,8037.92631287114,502.37039455444625,16,2022-10-06,849.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0132,2020-08-20,C1736,Laptop,10.0,63.46828347895041,PayPal,Completed,0,1,4954.260854394354,381.09698879956574,13,2025-01-11,21.0,7,High Value Customer,31818745.053736106,524.8744898897567
T0133,2021-07-12,C2977,Laptop,137.0,97.98868055300454,Credit Card,Failed,0,1,3961.5371389732027,440.17079321924473,9,2024-09-14,140.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0135,,C820,Lapt,8.0,999.6769010743952,creditcard,Failed,1,1,7929.045455955061,660.753787996255,12,2024-01-03,395.0,6,High Value Customer,31818745.053736106,524.8744898897567
T0137,2022-08-04,C4112,Headphones,322.0,557.4354116843066,PayPal ,complete,1,1,6821.400872438165,487.2429194598689,14,2023-12-24,405.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0140,,C869,Headphones,564.0,499.8782079245941,creditcard,Failed,0,1,7048.586771739874,542.1989824415288,13,2024-07-31,185.0,7,High Value Customer,31818745.053736106,524.8744898897567
T77766,,C4226,Tablet,7.0,862.48,Credit Card,complete,1,1,8757.79154033542,547.3619712709637,16,2024-02-09,358.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0143,2022-06-28,C3555,Smartphone,3.0,625.381192727248,credit card,Completed,1,1,4887.9712025136405,488.79712025136405,10,2024-08-13,172.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0144,2020-02-03,C4891,Coffee Machine,8.0,375.97285452626176,PayPal ,complete,0,1,3004.2370231013215,429.1767175859031,7,2021-05-12,1361.0,4,High Value Customer,31818745.053736106,524.8744898897567
T0146,2023-03-06,C3320,Headphones,2.0,574.740887890599,creditcard,Failed,1,1,5113.973209380281,426.1644341150234,12,2024-02-27,340.0,6,High Value Customer,31818745.053736106,524.8744898897567
T0148,,C513,Smartphone,778.0,887.2905908833019,creditcard,Pending,1,1,7733.591189551293,552.3993706822351,14,2023-03-01,703.0,4,High Value Customer,31818745.053736106,524.8744898897567
T0150,,C3843,Coffee Machine,7.0,497.4078791781518,pay pal,completed,0,1,8857.379498367467,553.5862186479667,16,2025-01-27,5.0,8,High Value Customer,31818745.053736106,524.8744898897567
T0151,,C4252,Laptop,946.0,234.96502082545496,pay pal,complete,0,1,5776.447839690636,444.3421415146643,13,2023-07-29,553.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0153,,C1021,Smartphone,222.0,734.987602056252,pay pal,completed,1,1,3955.504043935234,395.5504043935234,10,2024-05-25,252.0,6,High Value Customer,31818745.053736106,524.8744898897567
T0154,2022-01-13,C3826,Smartphone,3.0,218.2141312027652,PayPal,Unknown,0,1,7246.35863737476,483.090575824984,15,2024-01-06,392.0,8,High Value Customer,31818745.053736106,524.8744898897567
T0155,2020-01-23,C1382,Coffee Machine,6.0,480.0904805246544,PayPal ,complete,0,1,6059.207615903714,550.8370559912468,11,2024-01-09,389.0,4,High Value Customer,31818745.053736106,524.8744898897567
T0157,2021-02-01,C2917,Coffee Machine,304.0,863.77,creditcard,Pending,1,1,4673.315076716102,467.3315076716102,10,2022-05-05,1003.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0161,,C4414,Coffee Machine,4.0,864.0457885955425,pay pal,Failed,1,1,9800.624762093757,700.0446258638398,14,2023-11-28,431.0,6,High Value Customer,31818745.053736106,524.8744898897567
T17515,2024-11-25,C3287,Smartphone,9.0,850.4985899006939,Credit Card,Pending,1,1,4583.557890376704,458.3557890376704,10,2024-11-25,68.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0163,2021-08-11,C666,Smartphone,8.0,455.46,creditcard,Unknown,0,1,7928.27040228128,466.3688471930165,17,2024-11-19,74.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0164,,C2345,Coffee Machine,10.0,913.1985144335956,creditcard,complete,1,1,9017.942274019671,601.1961516013114,15,2022-01-22,1106.0,4,High Value Customer,31818745.053736106,524.8744898897567
T0166,,C222,Coffee Machine,3.0,818.038014894282,PayPal ,completed,1,1,4140.355069176711,460.0394521307457,9,2024-09-18,136.0,6,High Value Customer,31818745.053736106,524.8744898897567
T0167,2021-08-05,C2395,Coffee Machine,547.0,884.3602155938391,Credit Card,Pending,1,1,11750.643623754388,652.8135346530215,18,2025-01-19,13.0,7,High Value Customer,31818745.053736106,524.8744898897567
T0168,,C2741,Headphones,9.0,963.397682065832,PayPal,Completed,1,1,8896.962763973861,494.2757091096589,18,2024-11-07,86.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0169,,C1460,Headphones,9.0,699.5688980552151,Cash,complete,1,1,4794.302248748449,399.52518739570405,12,2025-01-06,26.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0170,,C872,Tablet,10.0,921.4923647726245,pay pal,Pending,1,1,6370.72761102748,637.072761102748,10,2024-09-29,125.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0172,,C3007,Headphones,10.0,908.6432029552982,pay pal,completed,1,1,10161.006851447404,564.5003806359668,18,2024-12-02,61.0,6,High Value Customer,31818745.053736106,524.8744898897567
T0173,,C2195,Coffee Machine,267.0,996.8924925994368,creditcard,Completed,1,1,10232.206357333649,568.4559087407583,18,2024-12-24,39.0,6,High Value Customer,31818745.053736106,524.8744898897567
T0175,2020-09-26,C4393,Laptop,505.0,213.46164941734105,Cash,complete,0,1,3286.246246710442,469.4637495300631,7,2022-01-19,1109.0,4,High Value Customer,31818745.053736106,524.8744898897567
T0177,2025-01-04,C3662,Tablet,4.0,460.8278566012473,PayPal ,completed,0,1,6164.995733246784,513.749644437232,12,2025-01-04,28.0,6,High Value Customer,31818745.053736106,524.8744898897567
T0179,2021-08-19,C4160,Tablet,622.0,121.8158272059667,Cash,Completed,0,1,4802.405617902981,480.2405617902981,10,2023-12-06,423.0,4,High Value Customer,31818745.053736106,524.8744898897567
T0181,2022-05-04,C887,Smartphone,359.0,365.48,credit card,Failed,0,1,4183.171351330258,597.5959073328941,7,2022-05-04,1004.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0182,2021-07-24,C4140,Coffee Machine,916.0,516.1081584281587,credit card,Pending,1,1,5636.274417684573,512.3885834258703,11,2021-12-17,1142.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0184,,C3954,Headphones,4.0,501.18,credit card,complete,1,1,11929.340273750176,518.6669684239207,23,2023-03-26,678.0,8,High Value Customer,31818745.053736106,524.8744898897567
T0185,2024-05-14,C4308,Smartphone,779.0,388.0390415465828,pay pal,completed,0,1,5543.493356497659,326.0878444998623,17,2024-10-31,93.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0186,,C4027,Smart,246.0,720.973087747955,Credit Card,Unknown,1,1,10738.202770603184,671.137673162699,16,2023-08-13,538.0,7,High Value Customer,31818745.053736106,524.8744898897567
T0188,2023-08-12,C1159,Laptop,2.0,567.5614912317114,Credit Card,Pending,1,1,7793.226887362509,487.0766804601568,16,2025-01-11,21.0,7,High Value Customer,31818745.053736106,524.8744898897567
T0189,2022-08-19,C047,Smartphone,10.0,252.64176119515056,PayPal ,complete,0,1,4052.7594164251177,578.9656309178739,7,2022-08-19,897.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0191,,C4984,Laptop,6.0,770.6902504665404,Credit Card,complete,1,1,8016.670163930928,572.6192974236377,14,2024-05-08,269.0,6,High Value Customer,31818745.053736106,524.8744898897567
T0193,,C3191,Coffee Machine,106.0,330.3,Cash,completed,0,1,6711.135370363727,516.2411823356713,13,2024-05-13,264.0,7,High Value Customer,31818745.053736106,524.8744898897567
T0194,,C751,Headphones,4.0,225.2809103766485,Credit Card,Pending,0,1,4131.382776808717,459.04253075652406,9,2023-07-30,552.0,6,High Value Customer,31818745.053736106,524.8744898897567
T0195,,C4563,Tablet,279.0,845.904243628707,PayPal,Failed,1,1,7030.131938818453,468.67546258789685,15,2024-09-05,149.0,6,High Value Customer,31818745.053736106,524.8744898897567
T0198,,C199,Headphones,826.0,895.656684616674,pay pal,Completed,1,1,8767.223115905068,584.4815410603379,15,2024-01-12,386.0,6,High Value Customer,31818745.053736106,524.8744898897567
T0200,,C1561,Laptop,9.0,428.3331931740419,PayPal,completed,0,1,7337.516664384783,489.1677776256522,15,2025-01-04,28.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0201,,C4339,Laptop,4.0,305.67683376987986,PayPal,completed,0,1,2302.5654238810143,460.51308477620285,5,2023-08-14,537.0,3,High Value Customer,31818745.053736106,524.8744898897567
T0204,2021-02-08,C4690,Headphones,258.0,854.4182002616594,credit card,Unknown,1,1,7351.171493097761,525.0836780784115,14,2024-11-03,90.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0207,,C2862,Laptop,9.0,423.10307753685015,pay pal,Pending,0,1,8451.482668883247,469.5268149379582,18,2024-12-14,49.0,7,High Value Customer,31818745.053736106,524.8744898897567
T0208,,C2862,Coffee Machine,2.0,533.9791206384509,Cash,completed,1,1,8451.482668883247,469.5268149379582,18,2024-12-14,49.0,7,High Value Customer,31818745.053736106,524.8744898897567
T0211,,C3762,Coffee Machine,2.0,145.1988191777438,credit card,Completed,0,1,10048.013000060706,591.0595882388651,17,2024-10-06,118.0,7,High Value Customer,31818745.053736106,524.8744898897567
T0212,,C3724,Coffee Machine,938.0,345.73684283108884,PayPal ,complete,0,1,7419.692608650035,494.64617391000235,15,2022-03-29,1040.0,6,High Value Customer,31818745.053736106,524.8744898897567
T0213,,C2547,Headphones,7.0,415.79673722840334,credit card,Completed,0,1,9737.91463779479,540.9952576552662,18,2023-09-09,511.0,7,High Value Customer,31818745.053736106,524.8744898897567
T0217,,C184,Smartph,698.0,721.6945942126201,pay pal,completed,1,1,8341.14357793067,595.7959698521908,14,2022-12-23,771.0,7,High Value Customer,31818745.053736106,524.8744898897567
T0219,,C3102,Laptop,4.0,275.07,Cash,completed,0,1,2416.655881491317,402.7759802485528,6,2022-09-25,860.0,4,High Value Customer,31818745.053736106,524.8744898897567
T0221,2020-03-08,C1613,Coffee Machine,3.0,58.03358928393075,creditcard,Failed,0,1,3461.651911025071,384.6279901138968,9,2023-09-18,502.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0222,,C2874,Coffee Machine,10.0,499.76,PayPal,Unknown,0,1,4832.772495527536,402.73104129396137,12,2022-01-27,1101.0,6,High Value Customer,31818745.053736106,524.8744898897567
T0225,2023-04-18,C298,Tablet,10.0,282.0102882048541,PayPal,Failed,0,1,8430.21027263677,468.34501514648724,18,2023-04-18,655.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0229,,C665,Smartphone,5.0,643.4923070340809,pay pal,Unknown,1,1,3901.2675710375033,557.3239387196434,7,2021-03-08,1426.0,3,High Value Customer,31818745.053736106,524.8744898897567
T0230,2023-06-07,C1387,Hea,8.0,933.2568077416644,pay pal,completed,1,1,6532.632259465595,466.6165899618282,14,2024-07-19,197.0,7,High Value Customer,31818745.053736106,524.8744898897567
T0232,,C2304,Smartphone,802.0,513.5045004346871,PayPal ,complete,1,1,4589.099409363696,573.637426170462,8,2024-11-15,78.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0234,,C4286,Headphones,585.0,808.5529550324696,Credit Card,complete,1,1,7630.578649343925,545.0413320959946,14,2024-04-09,298.0,8,High Value Customer,31818745.053736106,524.8744898897567
T0239,,C3416,Coffee Machine,807.0,267.20196716643227,Cash,completed,0,1,6897.787782251077,574.8156485209231,12,2024-02-28,339.0,7,High Value Customer,31818745.053736106,524.8744898897567
T0241,2022-12-09,C2398,Coffee Machine,5.0,643.7099744048677,PayPal,Failed,1,1,5366.630856456019,536.6630856456019,10,2023-05-04,639.0,4,High Value Customer,31818745.053736106,524.8744898897567
T0243,2023-12-01,C2493,Laptop,5.0,888.0476746955034,credit card,Unknown,1,1,7329.150931930855,563.780840917758,13,2024-04-17,290.0,6,High Value Customer,31818745.053736106,524.8744898897567
T0244,,C2759,Smartphone,353.0,166.0086952692584,creditcard,Unknown,0,1,5140.255280603716,571.139475622635,9,2021-01-12,1481.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0246,,C3759,Headphones,1.0,641.5138399481423,credit card,Completed,1,1,8828.98318323454,735.7485986028784,12,2023-06-05,607.0,5,High Value Customer,31818745.053736106,524.8744898897567
T0247,,C4707,Headphones,767.0,902.9095858859044,pay pal,complete,1,1,4561.575555554765,414.688686868615,11,2025-01-08,24.0,4,High Value Customer,31818745.053736106,524.8744898897567
T0248,2024-07-10,C2496,Head,431.0,242.13,PayPal,Failed,0,1,9976.11661622065,586.83038918945,17,2024-07-29,187.0,9,High Value Customer,31818745.053736106,524.8744898897567
T0249,2023-04-22,C1453,Smartpho,535.0,559.0155800890884,creditcard,Failed,1,1,8806.682156111563,518.0401268300919,17,2024-06-04,242.0,9,High Value Customer,31818745.053736106,524.8744898897567
