Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status
T0088,2025-02-30,C4004,Headphones,9.0,-380.99749854004233,PayPal,complete
T0090,2023-05-16,C308,Coffee Machine,824.0,577.5607699389858,creditcard,Failed
T0093,2024-12-31,C3843,Tablet,973.0,784.0773703024178,creditcard,Unknown
T0095,2025-02-30,C529,Laptop,2.0,-149.55165829110524,credit card,Pending
T0096,2023-13-01,C1336,Coffee Machine,198.0,-315.07874385949754,Cash,completed
T0098,2023-13-01,C1341,Headphones,-9.0,-724.9198351872936,Credit Card,complete
T0099,2025-02-30,C3685,Smartphone,909.0,-585.478005722021,pay pal,complete
T0100,2025-02-30,C1810,Coffee Machine,808.0,-157.03881972664124,pay pal,Unknown
T0101,2023-13-01,C2318,Tablet,367.0,272.6373223393598,Credit Card,Failed
T0102,2025-02-30,C4239,Smartphone,131.0,-56.421763873178975,PayPal,Unknown
T0103,2022-12-04,C327,Tablet,-10.0,-963.4581062931452,PayPal ,complete
T0104,2025-02-30,C4574,Coffee Machine,857.0,322.3579934023191,Cash,Unknown
T0105,2025-02-30,C4261,Laptop,670.0,-197.03277785431612,pay pal,Failed
T0109,2020-12-24,C1809,Headphones,6.0,380.72421934613766,PayPal,completed
T0110,2025-02-30,C1186,Smartphone,-8.0,451.461130880405,pay pal,Unknown
T0112,2024-09-06,C4249,Laptop,723.0,90.34728588175325,creditcard,Failed
T0113,2020-04-08,C2894,Headphones,-8.0,86.41580941098921,PayPal,complete
T0114,2023-13-01,C4252,Tablet,798.0,289.89395564796496,Cash,Unknown
T0116,2025-02-30,C3190,Smartphone,787.0,-104.60377750302337,credit card,completed
T0118,2025-02-30,C2778,Headphones,-6.0,-276.43423074019086,creditcard,Completed
T0120,2025-02-30,C4517,Coffee Machine,-7.0,159.45851825246467,PayPal ,Failed
T0123,2023-13-01,C2203,Headphones,3.0,-869.7954960216659,creditcard,Unknown
T0124,2023-13-01,C2837,Tablet,-10.0,-463.1433791486562,PayPal,Failed
T0126,2023-13-01,C572,Laptop,630.0,-224.96418545072925,Credit Card,Unknown
T0130,2021-11-14,C3104,Smart,5.0,$-594.77,pay pal,Unknown
T0131,2025-02-30,C2556,Laptop,1.0,$-177.14,Credit Card,Completed
T0132,2020-08-20,C1736,Laptop,-10.0,-63.46828347895041,PayPal,Completed
T0133,2021-07-12,C2977,Laptop,137.0,-97.98868055300454,Credit Card,Failed
T0135,2025-02-30,C820,Lapt,-8.0,999.6769010743953,creditcard,Failed
T0137,2022-08-04,C4112,Headphones,322.0,-557.4354116843066,PayPal ,complete
T0140,2023-13-01,C869,Headphones,564.0,499.8782079245941,creditcard,Failed
T77766,2023-13-01,C4226,Tablet,-7.0,$862.48,Credit Card,complete
T0143,2022-06-28,C3555,Smartphone,3.0,625.381192727248,credit card,Completed
T0144,2020-02-03,C4891,Coffee Machine,8.0,375.97285452626176,PayPal ,complete
T0146,2023-03-06,C3320,Headphones,-2.0,-574.740887890599,creditcard,Failed
T0148,2023-13-01,C513,Smartphone,778.0,-887.2905908833019,creditcard,Pending
T0150,2025-02-30,C3843,Coffee Machine,7.0,497.4078791781518,pay pal,completed
T0151,2025-02-30,C4252,Laptop,946.0,234.96502082545499,pay pal,complete
T0153,2023-13-01,C1021,Smartphone,222.0,734.987602056252,pay pal,completed
T0154,2022-01-13,C3826,Smartphone,3.0,-218.2141312027652,PayPal,Unknown
T0155,2020-01-23,C1382,Coffee Machine,-6.0,-480.09048052465437,PayPal ,complete
T0157,2021-02-01,C2917,Coffee Machine,304.0,$863.77,creditcard,Pending
T0161,2025-02-30,C4414,Coffee Machine,-4.0,864.0457885955425,pay pal,Failed
T17515,2024-11-25,C3287,Smartphone,-9.0,850.4985899006939,Credit Card,Pending
T0163,2021-08-11,C666,Smartphone,8.0,$-455.46,creditcard,Unknown
T0164,2023-13-01,C2345,Coffee Machine,10.0,-913.1985144335955,creditcard,complete
T0166,2025-02-30,C222,Coffee Machine,3.0,-818.038014894282,PayPal ,completed
T0167,2021-08-05,C2395,Coffee Machine,547.0,-884.3602155938391,Credit Card,Pending
T0168,2023-13-01,C2741,Headphones,-9.0,-963.397682065832,PayPal,Completed
T0169,2025-02-30,C1460,Headphones,-9.0,-699.5688980552151,Cash,complete
T0170,2023-13-01,C872,Tablet,10.0,921.4923647726245,pay pal,Pending
T0172,2023-13-01,C3007,Headphones,-10.0,-908.6432029552982,pay pal,completed
T0173,2025-02-30,C2195,Coffee Machine,267.0,996.8924925994368,creditcard,Completed
T0175,2020-09-26,C4393,Laptop,505.0,213.46164941734105,Cash,complete
T0177,2025-01-04,C3662,Tablet,-4.0,460.8278566012473,PayPal ,completed
T0179,2021-08-19,C4160,Tablet,622.0,121.8158272059667,Cash,Completed
T0181,2022-05-04,C887,Smartphone,359.0,$365.48,credit card,Failed
T0182,2021-07-24,C4140,Coffee Machine,916.0,516.1081584281587,credit card,Pending
T0184,2023-13-01,C3954,Headphones,4.0,$501.18,credit card,complete
T0185,2024-05-14,C4308,Smartphone,779.0,388.0390415465828,pay pal,completed
T0186,2025-02-30,C4027,Smart,246.0,720.973087747955,Credit Card,Unknown
T0188,2023-08-12,C1159,Laptop,-2.0,-567.5614912317114,Credit Card,Pending
T0189,2022-08-19,C047,Smartphone,10.0,252.64176119515056,PayPal ,complete
T0191,2023-13-01,C4984,Laptop,-6.0,-770.6902504665404,Credit Card,complete
T0193,2025-02-30,C3191,Coffee Machine,106.0,$330.30,Cash,completed
T0194,2025-02-30,C751,Headphones,-4.0,-225.28091037664854,Credit Card,Pending
T0195,2025-02-30,C4563,Tablet,279.0,-845.904243628707,PayPal,Failed
T0198,2023-13-01,C199,Headphones,826.0,-895.656684616674,pay pal,Completed
T0200,2025-02-30,C1561,Laptop,9.0,428.3331931740419,PayPal,completed
T0201,2023-13-01,C4339,Laptop,-4.0,305.67683376987986,PayPal,completed
T0204,2021-02-08,C4690,Headphones,258.0,854.4182002616594,credit card,Unknown
T0207,2025-02-30,C2862,Laptop,-9.0,423.10307753685015,pay pal,Pending
T0208,2023-13-01,C2862,Coffee Machine,-2.0,-533.9791206384509,Cash,completed
T0211,2023-13-01,C3762,Coffee Machine,2.0,145.1988191777438,credit card,Completed
T0212,2025-02-30,C3724,Coffee Machine,938.0,345.73684283108884,PayPal ,complete
T0213,2025-02-30,C2547,Headphones,7.0,415.79673722840334,credit card,Completed
T0217,2023-13-01,C184,Smartph,698.0,-721.6945942126201,pay pal,completed
T0219,2023-13-01,C3102,Laptop,-4.0,$275.07,Cash,completed
T0221,2020-03-08,C1613,Coffee Machine,-3.0,58.03358928393075,creditcard,Failed
T0222,2023-13-01,C2874,Coffee Machine,-10.0,$499.76,PayPal,Unknown
T0225,2023-04-18,C298,Tablet,10.0,282.0102882048541,PayPal,Failed
T0229,2023-13-01,C665,Smartphone,5.0,643.4923070340809,pay pal,Unknown
T0230,2023-06-07,C1387,Hea,-8.0,933.2568077416644,pay pal,completed
T0232,2025-02-30,C2304,Smartphone,802.0,-513.5045004346871,PayPal ,complete
T0234,2025-02-30,C4286,Headphones,585.0,808.5529550324696,Credit Card,complete
T0239,2025-02-30,C3416,Coffee Machine,807.0,-267.20196716643227,Cash,completed
T0241,2022-12-09,C2398,Coffee Machine,-5.0,643.7099744048677,PayPal,Failed
T0243,2023-12-01,C2493,Laptop,-5.0,-888.0476746955034,credit card,Unknown
T0244,2023-13-01,C2759,Smartphone,353.0,-166.0086952692584,creditcard,Unknown
T0246,2025-02-30,C3759,Headphones,1.0,-641.5138399481423,credit card,Completed
T0247,2023-13-01,C4707,Headphones,767.0,-902.9095858859044,pay pal,complete
T0248,2024-07-10,C2496,Head,431.0,$242.13,PayPal,Failed
T0249,2023-04-22,C1453,Smartpho,535.0,559.0155800890884,creditcard,Failed
T0251,2023-04-17,C3631,Headphones,212.0,873.7449157057446,creditcard,Failed
T0252,2022-03-01,C4052,Lapt,-2.0,-162.84533598386884,Credit Card,Completed
T0253,2024-03-22,C1374,Laptop,-9.0,115.6814182877149,Cash,Completed
T0254,2021-11-14,C2859,Coffee Machine,165.0,115.37062226098817,creditcard,complete
T0255,2021-01-12,C4435,Lapto,-9.0,878.3307368842339,creditcard,Failed
T0257,2025-02-30,C4274,Coffee Machine,6.0,702.2392204398159,PayPal,complete
T0259,2025-02-30,C3240,Smartphone,3.0,-349.61333461000686,credit card,Pending
T0260,2025-02-30,C3973,Coffee Machine,383.0,-368.4632827483596,credit card,complete
T0261,2025-02-30,C3973,Smartphone,3.0,-728.9493905202994,pay pal,Unknown
T0263,2025-02-30,C3570,Laptop,952.0,-111.49478189634374,PayPal ,Pending
T0264,2025-02-30,C4190,Coffee Machine,736.0,-264.4015529386178,Credit Card,Pending
T0265,2023-13-01,C2978,Tablet,1.0,167.7074453290045,PayPal ,Completed
T0266,2023-13-01,C1796,Headphones,3.0,900.3890031564791,Cash,Failed
T0267,2021-01-18,C4543,Coffee Machine,-7.0,699.4001442993365,Cash,complete
T0268,2023-12-01,C2381,Laptop,7.0,-617.8889335532153,PayPal,Failed
T0269,2024-08-11,C3990,Coffee Machine,-8.0,810.4362003026442,credit card,Completed
T0273,2023-13-01,C1922,Smartphone,611.0,-903.9214065342253,creditcard,Completed
T0274,2023-02-08,C2934,Coffee Machine,8.0,58.90413474001046,PayPal ,Failed
T0275,2025-02-30,C1658,Headphon,853.0,-930.5256622385954,PayPal ,Completed
T0276,2023-13-01,C3811,Coffee Machine,-6.0,-767.6999149582474,Cash,completed
T0279,2023-13-01,C294,Tablet,7.0,68.68419953659067,creditcard,Pending
T0283,2025-02-30,C3173,Tabl,-5.0,161.87252030619652,creditcard,completed
T0284,2022-10-04,C1301,Laptop,222.0,698.6577228569703,Cash,Pending
T0285,2023-13-01,C2052,Laptop,534.0,266.9206763671368,Credit Card,Failed
T0288,2023-13-01,C4094,Tablet,-3.0,626.418484441448,pay pal,completed
T0290,2025-02-30,C4420,Smartphone,995.0,$-919.58,credit card,Failed
T0292,2024-08-09,C2928,Laptop,980.0,233.90225085887434,Cash,Pending
T0293,2024-08-09,C4257,Headphones,1.0,-876.3738123089412,creditcard,complete
T0294,2023-07-24,C1719,Laptop,3.0,581.8841170252601,Credit Card,Completed
T0295,2023-13-01,C3275,Coffee Machine,7.0,-759.6503540450578,Cash,Completed
T0296,2025-02-30,C1221,Coffee Machine,-10.0,-189.20013786056302,creditcard,completed
T0297,2023-13-01,C3928,Laptop,160.0,581.1350897110032,PayPal ,completed
T0299,2020-11-26,C1664,Headphones,-3.0,132.95090982621306,creditcard,Pending
T0303,2020-12-28,C4785,Smartphone,-1.0,-631.3593865496682,credit card,Completed
T0304,2022-04-12,C1803,Laptop,5.0,140.6198774288747,PayPal ,complete
T0305,2023-13-01,C1803,Laptop,4.0,-682.118431202354,PayPal,Unknown
T0306,2023-13-01,C1422,Smartphone,-4.0,-696.0435462501963,Credit Card,completed
T0307,2025-02-30,C4222,Headphones,-5.0,-267.864131326829,Credit Card,Pending
T0308,2023-13-01,C4265,Tablet,9.0,488.85674886553903,Credit Card,Failed
T0310,2023-13-01,C656,Headphones,651.0,-127.13548116260927,pay pal,Unknown
T0313,2021-06-30,C654,Coffee Machine,-4.0,-776.0722527306448,Cash,Failed
T0314,2023-13-01,C3587,Headphones,4.0,221.08937963114784,Cash,Pending
T0315,2023-13-01,C842,Table,4.0,-421.9271102716973,Credit Card,Completed
T0316,2025-02-30,C4410,Headphones,10.0,-496.1191465097217,Credit Card,complete
T0317,2022-09-19,C4635,Smartphone,-1.0,983.6168855720675,Credit Card,complete
T0319,2020-01-14,C3479,Headphones,410.0,-424.9231685199768,PayPal ,completed
T0321,2025-02-30,C694,Laptop,3.0,167.71752532297347,Cash,Completed
T22566,2024-11-02,C530,Smartphone,365.0,$103.82,PayPal,complete
T0325,2023-13-01,C434,Smartphone,-5.0,-843.3451132515992,pay pal,Unknown
T0326,2025-02-30,C4321,Laptop,2.0,488.3079456112222,PayPal,complete
T0327,2023-13-01,C3474,Tablet,-9.0,501.0959461135751,Credit Card,Unknown
T0328,2024-10-09,C1878,Headphones,989.0,-448.0931012413039,Cash,complete
T0330,2025-02-30,C4439,Coffee Machine,8.0,-219.5511312032752,pay pal,Failed
T0333,2023-12-29,C2256,Laptop,584.0,-760.8401091670196,Credit Card,Unknown
T0334,2023-13-01,C441,Headphones,-10.0,-316.50172422865796,Cash,Unknown
T0335,2025-02-30,C4468,Headphones,10.0,747.5720153457081,Credit Card,complete
T0337,2023-03-02,C4233,Tablet,118.0,-959.1751724156724,Cash,Completed
T0338,2023-04-10,C4411,Coffee Machine,-10.0,-990.5678038370074,Cash,Pending
T0339,2021-08-03,C3229,Coffee Machine,-1.0,-369.1381893846831,Cash,completed
T0340,2025-02-30,C1143,Headphones,-10.0,291.502551674003,credit card,complete
T0341,2023-13-01,C2312,Hea,1.0,894.1726126748041,PayPal,Failed
T0342,2023-13-01,C910,Smartphone,583.0,$479.43,Cash,Failed
T0344,2023-13-01,C3624,Coffee Machine,239.0,940.4951071672185,PayPal,Unknown
T0347,2025-02-30,C3956,Smartphone,942.0,251.22913099225,PayPal ,Pending
T0349,2025-02-30,C967,Coffee Machine,-2.0,$-419.71,Credit Card,completed
T0352,2022-10-16,C2080,Table,-2.0,822.9978026249265,Cash,completed
T0353,2023-13-01,C048,Laptop,761.0,193.23348897852594,credit card,Completed
T0355,2021-04-26,C1559,Tablet,5.0,-742.8986999123656,PayPal ,Failed
T0356,2023-13-01,C925,Tablet,-7.0,-586.2555319763374,pay pal,completed
T0358,2022-01-26,C215,Headphones,481.0,505.1016560358623,Cash,complete
T0359,2022-11-29,C3357,Headphones,726.0,-243.71280693140818,PayPal ,Pending
T66876,2023-13-01,C4712,Headphones,-5.0,776.5305169596752,PayPal ,Unknown
T0364,2023-13-01,C2560,Smartphone,-9.0,-678.48250687209,Cash,completed
T0365,2025-02-30,C2424,Tablet,-10.0,-532.0998335433239,PayPal,Pending
T0368,2023-13-01,C4370,Tabl,830.0,$-670.97,pay pal,Unknown
T0369,2025-02-30,C2751,Coffee Machine,-8.0,-703.2149971820895,Cash,Failed
T0371,2021-09-21,C3388,Smartphone,6.0,451.68590293879265,PayPal,Failed
T0372,2025-02-30,C1373,Laptop,-1.0,450.56055133612153,creditcard,Pending
T0373,2020-02-07,C1963,Coffee Machine,7.0,$-505.84,Credit Card,Pending
T0375,2023-10-23,C3066,Laptop,5.0,466.3713116434622,Cash,Completed
T0376,2025-02-30,C4647,Headphones,383.0,-177.4513240609839,credit card,Pending
T0377,2025-02-30,C3781,Smartphone,858.0,83.35807128769305,PayPal ,Pending
T0378,2023-13-01,C1333,Tablet,513.0,-653.180363631543,pay pal,complete
T0379,2025-02-30,C4606,Smartphone,-6.0,648.8978229125952,credit card,Failed
T0381,2023-13-01,C3844,Coffee Machine,8.0,660.9377166513134,Cash,Failed
T0382,2025-02-30,C3844,Smartphone,635.0,-360.7298474210065,Cash,Unknown
T0383,2020-09-18,C218,Tablet,-3.0,111.88623908989376,PayPal ,Completed
T0385,2020-02-06,C1925,Headphones,171.0,-355.31375075825906,PayPal,Unknown
T0386,2023-04-13,C3257,Smartphone,-10.0,-587.7645737338092,PayPal ,complete
T0387,2023-13-01,C2676,Laptop,317.0,522.2548427811477,creditcard,Pending
T0390,2025-02-30,C1247,Headphones,-5.0,-100.57715998417416,credit card,complete
T0393,2023-13-01,C1948,Headphon,953.0,-477.48093812221373,Cash,completed
T0394,2023-09-19,C2968,Tablet,266.0,444.14613838523064,PayPal,Unknown
T0395,2025-02-30,C4267,Tablet,-9.0,-897.0577631812591,Credit Card,Pending
T0397,2021-08-30,C4267,Smartphone,-3.0,133.16475959035165,PayPal ,Completed
T0398,2025-02-30,C1737,Tablet,9.0,$911.54,Cash,completed
T0399,2023-13-01,C3132,Laptop,-9.0,$-299.14,creditcard,completed
T0404,2023-13-01,C1601,Tablet,528.0,61.275805314504524,PayPal,Pending
T0406,2023-13-01,C2117,Coffee Machine,340.0,641.6205491180871,credit card,completed
T0407,2025-02-30,C2883,Laptop,-5.0,801.1475534095612,credit card,completed
T0409,2025-02-30,C3422,Coffee Machine,-10.0,53.475289590843246,pay pal,Unknown
T0411,2021-08-20,C842,Laptop,2.0,-398.5156160262819,credit card,Unknown
T0413,2023-13-01,C946,Laptop,582.0,843.01540077699,PayPal ,Unknown
T0414,2023-13-01,C424,Laptop,4.0,-649.5781792142229,Credit Card,Unknown
T0415,2023-13-01,C3427,Headphones,249.0,-850.2654039411516,creditcard,Pending
T0417,2025-02-30,C3776,Coffee Machine,-9.0,424.74882540717056,PayPal,Unknown
T0418,2025-02-30,C426,Coffee Machine,6.0,801.3367406537001,Credit Card,Pending
T0423,2021-12-20,C898,Headphones,-4.0,-552.0757026363176,creditcard,Pending
T0425,2023-13-01,C559,Coffee Machine,549.0,-976.64562784633,PayPal,completed
T0427,2025-02-30,C2158,Headphones,-9.0,531.1146888925102,Credit Card,Unknown
T0428,2023-13-01,C2950,Smartphone,331.0,-269.66649288371923,Cash,Failed
T0429,2023-13-01,C3847,Tablet,6.0,-298.413361872015,credit card,Failed
T0430,2025-02-30,C2109,Coffee Machine,10.0,-636.790391401823,PayPal,Failed
T0431,2024-01-10,C1515,Tablet,701.0,-877.2554479693767,Credit Card,Pending
T0432,2025-02-30,C1006,Headphon,675.0,-760.498201966399,credit card,Unknown
T0434,2021-09-14,C4958,Tablet,-4.0,-830.7487608215996,creditcard,complete
T0437,2023-13-01,C4213,Tablet,269.0,71.9695399611066,Credit Card,completed
T0439,2023-13-01,C3755,Smartphone,582.0,-589.0071942033617,creditcard,complete
T0441,2021-04-28,C1822,Laptop,598.0,175.65593211106244,Credit Card,Unknown
T0442,2025-02-30,C985,Tablet,726.0,-162.39238734356582,PayPal,Failed
T0443,2022-09-20,C1659,Coffee Machine,3.0,-158.6013602889866,Cash,completed
T0444,2025-02-30,C1659,Co,476.0,-500.1808560320922,pay pal,Failed
T0445,2023-13-01,C2279,Tablet,9.0,-924.4329532587977,Cash,Pending
T0446,2023-13-01,C2425,Laptop,197.0,449.39678034167804,PayPal ,Failed
T0448,2024-01-12,C4227,Headphone,1.0,-828.7889066621897,Credit Card,Unknown
T0449,2024-04-18,C1428,Headphones,908.0,-664.3672272948074,credit card,Pending
T0451,2025-02-30,C3201,Coffee Ma,-6.0,-797.0212592571157,credit card,Completed
T0452,2023-13-01,C1047,Coffee Machine,5.0,$55.56,credit card,complete
T0453,2025-02-30,C3641,Headphones,1.0,960.582594597936,PayPal,Failed
T0455,2023-13-01,C799,Coffee Machine,2.0,-119.77607963965522,credit card,Completed
T0459,2023-13-01,C1485,Smartphone,-4.0,-620.435788898488,creditcard,Unknown
T0460,2023-13-01,C3169,Coffee Mac,10.0,-272.7625764048173,pay pal,Failed
T0462,2025-02-30,C762,Headphones,4.0,219.88642645668548,Credit Card,Failed
T0464,2021-06-07,C1343,Headphones,3.0,644.4471848103135,creditcard,Unknown
T0465,2023-13-01,C4371,Laptop,-8.0,443.1140644611566,PayPal ,complete
T0466,2023-07-27,C2554,Headphones,-9.0,-641.4939137873032,pay pal,Unknown
T0468,2022-04-02,C2171,Coffee Machine,-4.0,632.6464123180596,PayPal,completed
T0473,2025-02-30,C3037,Headphones,-3.0,622.9905766630256,Cash,complete
T0474,2025-02-30,C1854,Coffee Machine,-3.0,825.18439689704,PayPal,Pending
T0475,2020-08-27,C3914,Tablet,3.0,73.30939822921115,pay pal,completed
T0476,2023-13-01,C1790,Coffee Machine,-7.0,$351.29,pay pal,Unknown
T0478,2024-06-26,C4896,Headphones,178.0,124.31215620910118,Cash,completed
T0479,2025-02-30,C1634,Coffee ,5.0,$392.56,credit card,Completed
T0480,2025-02-30,C1831,Laptop,129.0,-643.3029038240666,Credit Card,Unknown
T0481,2025-02-30,C1831,Smartphone,-6.0,848.3404312394173,PayPal,Pending
T0482,2023-13-01,C708,Laptop,374.0,-971.0934492875199,creditcard,Pending
T0483,2023-13-01,C2222,Coffee Ma,-8.0,-604.3304851548276,pay pal,Completed
T0484,2021-03-21,C2222,Smartphone,-2.0,214.5356707049862,PayPal ,Completed
T0485,2023-13-01,C4043,Coffee Machine,331.0,117.10751500622221,pay pal,Failed
T0486,2021-01-01,C1245,Laptop,-3.0,954.2825882761236,Cash,Completed
T0488,2023-13-01,C4096,Tablet,7.0,256.39034415473157,PayPal,Pending
T0489,2021-04-02,C1507,Smar,567.0,-534.7524182087768,PayPal ,complete
T0491,2023-13-01,C4199,Headphones,-4.0,360.0771475887186,PayPal,Unknown
T0492,2023-13-01,C3936,Sm,6.0,814.0170810435875,PayPal,completed
T0493,2025-02-30,C1760,Headphones,-9.0,-687.9062038007353,Cash,Pending
T0496,2025-02-30,C3530,Headphones,-3.0,-757.1876543331384,pay pal,Completed
T0497,2020-02-24,C3523,Headphones,-3.0,-985.7498369236312,pay pal,Unknown
T0498,2023-13-01,C4250,Coffee,-10.0,-481.42526393363846,pay pal,completed
T0499,2025-02-30,C613,Tablet,-4.0,296.6753328030103,pay pal,Pending
T0501,2023-13-01,C2874,Headphones,8.0,621.6145586982357,credit card,Unknown
T0507,2020-12-26,C4591,Laptop,5.0,-911.0287224738114,PayPal ,Pending
T0509,2025-02-30,C1117,Smartphone,119.0,-575.3448610207204,creditcard,Unknown
T0513,2025-02-30,C919,Coffee Machine,-10.0,382.4013881881616,Cash,complete
T0515,2023-13-01,C4635,Headphones,-10.0,551.91392404517,Cash,Pending
T0516,2025-02-30,C2937,Tablet,862.0,683.5606988280864,PayPal,completed
T0517,2025-02-30,C2709,Coffee Machine,152.0,192.4944027694398,Credit Card,complete
T0519,2023-06-11,C3217,Laptop,3.0,571.8031008758705,PayPal,Unknown
T0520,2023-13-01,C3992,Headphones,542.0,341.7531512307667,Cash,complete
T0521,2020-01-09,C745,Coffee Machine,-10.0,-145.8264235816955,pay pal,Unknown
T0523,2022-09-08,C063,Coffee Machine,-4.0,298.16416488561003,Cash,Pending
T0524,2021-04-09,C2023,Headphones,849.0,-500.00036053446763,PayPal ,completed
T0526,2024-12-11,C3889,Coffee Machine,3.0,901.3926593845381,PayPal,Failed
T0527,2020-06-11,C4693,Headphones,-7.0,-111.37130045670392,Cash,Failed
T0529,2023-13-01,C965,Laptop,9.0,-914.2270861900128,Cash,complete
T0530,2023-13-01,C2610,Headphones,10.0,-869.6833338939041,Cash,Completed
T0532,2024-06-21,C979,Smartphone,8.0,163.11752758515232,PayPal ,Unknown
T0533,2025-02-30,C4345,Smartphone,-6.0,463.80597002079446,creditcard,Unknown
T0534,2023-04-18,C2446,Smartph,451.0,$318.05,PayPal,Failed
T0535,2025-02-30,C1538,Coffee Machine,770.0,-419.13258121202466,pay pal,Pending
T0536,2023-12-26,C193,Headphones,661.0,496.0210703338801,PayPal ,Unknown
T0537,2023-13-01,C1270,Headphones,1.0,$997.81,Credit Card,complete
T0540,2025-02-30,C3488,Laptop,869.0,-598.3514835783878,PayPal,Failed
T0542,2022-11-09,C2130,Laptop,-6.0,500.01377815533345,Credit Card,Failed
T0543,2020-03-13,C3429,Headphones,-7.0,100.19382824248319,creditcard,Failed
T0544,2025-02-30,C4373,Smartphone,2.0,-51.99225649335324,PayPal,complete
T0545,2023-13-01,C2184,Smart,563.0,-179.34045677399058,Cash,Pending
T0546,2023-13-01,C3269,Lapto,574.0,87.37963219757916,credit card,complete
